Stats,Min,Max,Mean,Stdev
WOA,2.934388578502981,7.4653381165829575,4.937243097748392,1.031148759723673
Modified WOA,3.3690533770262783,7.852592874598477,5.451813699462521,1.2295624649385644
SA,5.2877201136217495,11.517358188022596,7.869895170149651,1.6170246347810224

