Stats,Min,Max,Mean,Stdev
WOA,0.714702505764375,0.8613022288910447,0.7936187115940516,0.04659010898792153
Modified WOA,0.6383145545924969,0.8657079601530668,0.7808940326161512,0.05355310547972615
SA,0.6204982381959127,0.7915150541090752,0.7196118387993949,0.039663295056012966

