Stats,Min,Max,Mean,Stdev
WOA,0.5046217849094314,0.7837614210252493,0.6556855178887636,0.07069260871101737
Modified WOA,0.41008854567975234,0.7911338636656345,0.6474584947456489,0.09210877410909998
SA,0.5632045217475682,0.7036215219658928,0.6408963732739312,0.03509622359739375

