Stats,Min,Max,Mean,Stdev
WOA,0.18975714285714282,0.27310476190476124,0.23090647615614376,0.020660916366111462
Modified WOA,0.19315714285714286,0.27167142857142834,0.22851403173204435,0.019147310329090436
SA,0.17074761904761931,0.24780476190476203,0.21203396825396809,0.01668871415798447

