Stats,Min,Max,Mean,Stdev
WOA,7.181924714575747,16.809988729374858,12.840237405095344,2.138714935545092
Modified WOA,6.754499526685821,17.117026348088523,13.01928407532051,2.5914993087930087
SA,12.143410962183783,18.58666974690384,15.210430677767725,1.5799371163608926

