Stats,Min,Max,Mean,Stdev
WOA,49.04485723631723,49.41400018692016,49.26198572935379,0.16016219295395237
Modified WOA,49.060999927520754,49.415000114440915,49.20723332977297,0.16046179438451869
SA,49.042857142857144,49.41,49.25535714285714,0.1439421593491447

