Stats,Min,Max,Mean,Stdev
WOA,0.6034329184885238,0.7939611285146804,0.7320375206351752,0.045169325514739414
Modified WOA,0.6253567705274803,0.8144691758031738,0.7307377473474695,0.04929285828919115
SA,0.5622933838500993,0.7695822701616023,0.6711573652031361,0.047500323127875

