Stats,Min,Max,Mean,Stdev
WOA,6.598265333587291,11.061831181671863,8.684228905277159,1.2747638643597194
Modified WOA,6.276502980327587,12.14366702343058,8.763042031597505,1.5662392922820119
SA,7.232437220477489,15.471370347599873,12.358477256297313,1.9058430215352085

