Stats,Min,Max,Mean,Stdev
WOA,40.11099992752075,43.113000020980834,42.50746669165292,0.8327595301751756
Modified WOA,39.86200009346008,43.113000020980834,42.46573332894642,0.8499831819468343
SA,40.11,44.289,42.61596666666665,0.8863402839140786

