Stats,Min,Max,Mean,Stdev
WOA,1.9487333348592117,2.57516666094462,2.246964577827453,0.13530512864714886
Modified WOA,2.0225833035310106,2.7859333276112874,2.2999395723676677,0.17028552904756547
SA,1.9495166666666663,2.5531916666666663,2.2979416944444435,0.17236114218154935

