Stats,Min,Max,Mean,Stdev
WOA,0.9214333499272664,1.1769999999999998,1.0349133352597553,0.06487530324585478
Modified WOA,0.905,1.5868166811625162,1.062239993216197,0.1337346671472225
SA,0.8106666666666665,1.438,1.094873111111111,0.17308727369169777

