Stats,Min,Max,Mean,Stdev
WOA,9.25,10.112000093460082,9.655972252612646,0.3269263476571411
Modified WOA,9.249000072479248,10.11100016593933,9.604488925192092,0.3050205910445838
SA,9.25,10.11,9.681333333333333,0.32841437240169624

