Stats,Min,Max,Mean,Stdev
WOA,1.020247528485497,3.0414603929875863,1.8414063189671688,0.6040725673986603
Modified WOA,0.9369171998579471,3.875311393831079,1.8380363336792251,0.7130078672317609
SA,1.3612993792696737,4.478460208777119,2.8921188813891274,1.0179380366887203

