Stats,Min,Max,Mean,Stdev
WOA,0.7161071687112665,0.8785716720198,0.8009654029945132,0.052464268285684665
Modified WOA,0.6302805426045398,0.8764984135572202,0.7977646055328425,0.0662279698340099
SA,0.5485736894164194,0.8811318327974277,0.7038595262083638,0.08806556773461183

