Stats,Min,Max,Mean,Stdev
WOA,2.0793262882709294,5.636245172851941,3.672344410850892,0.8395411323101483
Modified WOA,2.4912722295618113,5.369609684801158,3.8636654642039305,0.7036106042551504
SA,2.360657276645169,8.214212446188077,6.204612446107901,1.270800104784938

