Stats,Min,Max,Mean,Stdev
WOA,19.607999906539916,21.113000020980834,20.412499995549528,0.611816601985214
Modified WOA,19.500999927520752,25.987000072479244,20.5886778061337,1.2193493844814154
SA,19.720000000000002,26.771949999999997,21.018936666666672,1.2498743564143642

