Stats,Min,Max,Mean,Stdev
WOA,1.2406166692415872,1.5921333167393996,1.3432841596221923,0.083299416085334
Modified WOA,1.2627833369572954,2.3806833416302995,1.478770827725728,0.26720335825518887
SA,1.2434999999999998,2.9402566666666656,1.6682024166666662,0.32846317967553446

