Stats,Min,Max,Mean,Stdev
WOA,0.7003473860946817,0.8548580503261696,0.7718982539189255,0.03977533554014034
Modified WOA,0.5686064182098999,0.8362784050966794,0.7649609714898615,0.0517374272129882
SA,0.5352948839412601,0.8181742085198076,0.6691734915853672,0.06801169496071106

